"IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
44634,7,46,4600,4600,4600,"47.8273286090207",53,1,0,3,3,5,2,0,"1","1","0","1",22,0,22,0,0,22,0,12,12,12,11,"65298","1284","0","-523","62252","2760","0","63013","98037.35","100903.35","2866","2467","100504.35","-1776","-11745","22732.35","5180.35","-1958","3222.35","2866","6088.35","233626","149489","286762","97278","0","2549","310","11725","5708","2391","3071","7046","221","2678","9969","0","0","3352",0,"282","0","245","0","0","1860","118"
44635,6,46,4600,4600,4600,"87.5535643315774",53,1,0,2,2,9,1,0,"1","1","0","1",16,0,16,0,0,16,5,2,6,7,6,"35535","7352","0","0","32784","0","0","40136","53844.02","53844.02","0","0","53844.02","-16091","-16659","-4296.98","-12155.98","-1768","-13923.98","0","-13923.98","247060","96468","225216","118312","0","2048","1049","8154","12534","573","3348","1938","456","692","568","0","0","2801",0,"128","726","336","0","0","1091","680"
44637,8,84,8410,6184,6184,"93.2382308828499",53,1,0,2,2,9,1,0,"1","1","0","1",0,0,0,0,0,32,2,3,8,9,2,"70147","24810","15508","1986","29788","0","0","72092","80966","88509","7543","0","80966","11728","10308","16403","7284","-1785","5499","5020","10519","67532","10410","31263","46679","444","5882","8919","0","0","2653","1844","18050","0","1196","1420","111","0","5085",0,"884","1202","681","0","0","607","1188"
44639,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,2,8,1,0,"2","2","0","2",18,0,18,0,0,18,0,13,13,13,11,"213772","25277","0","165","17875","0","162415","205732","224325","226084","1759","2380","226705","74787","63298","79730","57933","-1555","56378","1759","58137","135808","99903","149150","89999","2262","9180","4956","34065","0","5781","4011","31500","1143","6211","11489","3401","0","4483",0,"425","0","537","0","0","2421","174"
44640,9,50,5220,5200,5074,"35.2733463935869",53,1,0,2,2,9,2,0,"1","1","0","1",0,0,0,0,0,49,1,0,2,2,1,"72093","4381","0","0","76432","0","0","80813","83277","83277","0","0","83277","20643","20643","22524","16324","-79","16245","0","16245","32337","49505","60378","21989","0","1583","543","0","0","1392","528","34509","654","4927","0","206","0","9847",0,"21","24","284","0","0","210","15"
44641,9,73,7310,6184,6184,"58.6218143385527",53,1,0,2,2,7,1,0,"2","2","0.41","2.41",19,0,19,0,19,34,0,15,15,15,13,"224715","20237","0","308","29484","0","182005","232034","257341","258381","1040","4703","262044","72772","57013","73958","48811","-4607","44204","1040","45244","282255","111533","108990","290327","1151","8665","7224","49688","376","7298","5388","37506","908","10757","15759","1578","0","7767",0,"284","0","679","6363","131","4580","452"
44642,9,50,5210,5200,5074,"35.2733463935869",53,1,0,2,2,9,1,0,"1.02","1","0","1.02",0,0,0,0,0,36,2,1,2,3,0,"129642","8454","0","0","0","0","121188","129642","131769","132514","745","0","131769","73968","73547","74348","31582","-9574","22008","0","22008","227019","32897","-7391","271028","993","1306","1140","0","0","0","221","60530","953","6809","421","167","0","5644",0,"75","182","1023","0","0","9452","168"
44645,9,16,1630,1600,1516,"24.6108202177435",53,1,0,3,3,8,1,0,"1","1","2.91","3.91",7,0,7,0,22,28,1,15,15,15,5,"637272","1289","397593","475","82579","43990","0","481936","501664","512200","10536","570","502234","200793","184847","133097","63018","-4931","58087","4508","62595","247587","206162","254832","204357","1320","77765","16375","45743","3758","534","12904","9546","890","26566","15946","1308","0","7430",0,"0","158","1770","62225","7131","3763","1195"
44648,9,15,1510,1500,1516,"16.795524634248",53,1,0,2,3,4,1,1,"2.16","1.5","1","3.16",0,0,0,0,0,0,0,26,26,26,0,"288978","277081","0","9433","0","0","0","286514","335540","383540","48000","1688","337228","94219","49993","76967","43058","-1735","41323","48000","89323","183448","111591","113800","181239","1866","33830","37041","0","0","0","12125","0","0","9020","44226","1225","0","3319",0,"165","0","1076","18406","2293","1552","294"
44650,7,46,4600,4600,4600,"47.8273286090207",53,1,0,3,3,7,1,0,"2","2","0","2",17,0,17,0,0,17,0,13,13,13,12,"126340","7925","0","2063","104019","0","0","114007","141360","145088","3728","1995","143355","30531","20642","46541","31570","-1058","30512","3728","34245","152443","126701","232331","51353","998","6421","2427","10777","2015","2442","6217","18250","820","4455","9889","0","0","4542",0,"486","0","821","0","0","1202","3"
45141,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,3,8,2,0,"2","2","0","2",19,0,19,0,0,19,2,16,17,17,13,"237325","49438","0","-972","19561","0","165878","234576","264683.41","264826.41","143","1980","266663.41","100618","88270","116872.41","79676.41","-1708","77968.41","-621","77347.41","260460","123137","219403","169784","3801","7990","7425","27441","2416","2490","5208","14469","1156","4920","12348","1414","0","4832",0,"497","299","702","0","0","1671","44"
45144,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,5,1,0,"2","2","0","2",11,0,11,0,49,50,1,11,11,11,9,"944816","18229","0","703","686927","24806","137167","845847","865950.73","962033.73","96083","0","865950.73","321705","308252","322102.73","242585.73","-8600","233985.73","48693","282678.73","741635","458123","501410","709645","1376","5407","5046","363189","0","34206","3272","116651","3107","13967","13453","1205","0","15438",0,"1100","23","2498","0","0","9044","0"
45145,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,2,9,2,0,"1","1","0","1",3,0,3,0,35,36,0,11,11,11,3,"303664","-3426","0","235","309008","12223","0","306267","318080","319718","1638","40475","358555","134895","129536","140295","125441","-1297","124144","1638","125782","110089","189173","228930","74367","0","5267","4364","94710","0","13379","2469","40620","3958","4638","5359","0","0","5792",0,"351","0","702","0","0","1099","198"
45146,10,50,5210,5200,5074,"39.0080447932509",53,1,0,3,3,5,1,0,"1","1","0.66","1.66",0,0,0,0,0,50,0,0,0,1,0,"237712","0","0","0","0","0","230833","237712","325190","325645","455","0","325190","168225","168225","237006","109606","-39759","69847","-333","69514","731687","126991","11925","846788","0","0","0","0","0","0","1059","134550","191","10255","0","5670","0","7392",0,"0","0","1483","12944","2831","41194","2"
45147,9,73,7310,6184,6184,"58.6218143385527",53,1,0,2,2,9,2,0,"1","1","0","1",15,0,15,0,0,44,3,9,11,11,11,"182112","2130","0","0","30912","9460","143085","176127","204939","228720","23781","6891","211830","75220","70027","97655","71888","-1408","70480","18782","89262","199743","102082","170723","137135","0","6270","0","5376","0","1744","5488","31999","695","10081","5193","625","0","8315",0,"156","507","454","0","0","1163","311"
45148,9,74,7410,5374,5074,"36.1222691444672",53,1,0,3,3,9,1,0,"2","2","0.05","2.05",14,0,14,0,34,40,0,11,11,12,10,"401957","7793","0","902","225538","18542","147301","383134","408946","410830","1884","3645","412591","97720","89590","112777","84641","-8568","76073","1884","77957","234987","135928","109801","261114","209","6207","3310","156840","0","18086","4370","102110","1725","9648","8130","925","0","7020",0,"413","0","909","897","87","5265","3502"
45150,9,73,7310,6184,6184,"58.6218143385527",53,1,0,4,3,7,1,0,"2","2","0.08","2.08",19,0,19,0,0,30,0,10,10,10,9,"455693","10467","0","275","101856","167702","179249","292707","308479.21","308479.21","0","300","308779.21","105355","93897","104807.21","67557.21","-4128","63429.21","-2","63427.21","220600","116723","127731","209592","1027","3923","2177","72132","0","6147","3680","30010","697","5435","11458","1475","0","5688",0,"660","0","840","1693","290","3650","481"
45151,9,16,1630,1600,1516,"24.6108202177435",53,1,0,3,3,5,1,1,"3.01","4","1.79","4.8",0,0,0,0,0,0,0,11,11,11,0,"431472","2079","441093","0","0","0","0","443172","459894","466113","6219","11240","471134","283485","262036","229937","186652","-5228","181424","6040","187464","262877","244098","219771","287204","5591","48208","21701","0","0","0","17817","15600","39","7973","21449","1095","0","4448",0,"25","0","5688","39315","3791","5189","39"
45156,9,50,5210,5200,5074,"35.2733463935869",53,1,0,4,3,6,1,1,"2","2.15","0.15","2.15",0,0,0,0,0,41,0,0,0,1,0,"415370","0","0","0","-89987","0","387688","1105701","1205903","1205903","0","0","1205903","-22587","-22587","71554","19292","-15051","4241","0","4241","899026","85503","78445","906084","0","0","0","235084","0","296","4663","125000","8599","24057","0","142","0","5793",0,"0","0","2175","2892","792","14225","1026"
45159,9,16,1660,1600,1516,"24.6108202177435",53,1,0,3,3,9,1,0,"1","1","0.84","1.84",0,0,0,0,0,0,0,21,21,22,0,"453937","216777","199635","13694","0","0","0","453759","487063","559724","72661","1775","488838","163784","139694","151196","44367","-2331","42036","2428","44464","350249","183271","77653","460154","6223","49475","43694","0","0","0","17226","39375","1888","22664","24090","0","0","9877",0,"812","0","1360","16117","923","3779","1142"
45160,10,50,5210,5200,5074,"39.0080447932509",53,1,0,4,2,5,1,0,"2","2","0","2",0,0,0,0,0,50,0,13,13,13,7,"2681108","64083","53439","1430","-345807","673370","2430538","2293726","2361157","2377888","16731","4292","2365449","308336","294970","356328","12841","-84144","-71303","12369","-58934","2255288","995701","189886","3098431","5796","14658","836","1461607","0","32954","26713","366457","4685","43998","13366","4968","0","58736",0,"2332","0","2316","0","0","76492","9004"
45163,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,7,1,1,"1","2","1","2",21,0,21,0,15,33,10,6,13,13,11,"262392","14465","0","-2096","37762","0","203596","253727","274551","274751","200","6903","281454","108596","102507","88355","45822","-1480","44342","200","44542","372899","106777","355130","128091","2696","6131","5559","43922","0","5406","6829","41800","1119","7192","6089","2355","0","7032",0,"408","844","641","26914","5630","1944","4"
45166,9,45,4500,4500,4500,"63.4415289704602",53,1,0,5,4,7,1,1,"3","3.85","1.11","4.11",28,0,28,0,0,28,2,15,16,16,14,"352618","16573","43856","-467","46369","0","249988","356440","401938","407117","5179","0","401938","167992","148894","179916","123457","-3826","119631","4434","124065","451375","240067","481966","216773","0","12817","6225","27792","1680","11644","7883","34059","6863","15485","19098","2349","0","5981",0,"201","217","2413","9769","546","5046","21"
45175,10,74,7410,5374,5074,"43.1183175179627",53,1,0,4,4,9,1,1,"3","4","1","4",32,0,32,0,49,50,1,19,19,20,15,"1130522","46289","0","2860","687650","23538","365266","1102065","1145206","1147046","1840","579","1145785","355732","332253","346694","255424","-22535","232889","1740","234634","737485","417137","378691","791782","12724","10131","6478","449092","0","40523","14869","138584","478","24800","23479","3180","0","10907",0,"951","213","2775","19921","2289","24199","764"
45179,7,46,4600,4600,4600,"47.8273286090207",53,1,0,1,1,11,1,0,"1","1","0","1",19,0,19,0,0,19,6,9,12,13,11,"125227","2887","0","82","108665","0","0","111634","136648","136648","0","8773","145421","15803","10259","32995","15731","-4563","11168","0","11173","269567","116820","298496","93889","4309","2857","2270","11992","0","2106","8266","4558","2198","3060","5544","0","0","3326",0,"370","1117","723","0","0","4487","132"
45181,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,9,1,0,"4","4","0","4",15,0,15,0,47,49,1,13,14,14,11,"787071","33698","0","1222","542828","20891","184769","762517","786476","791801","5325","236","786712","183659","167871","185770","147508","-7844","139664","1320","140982","316272","224673","272071","280098","335","11069","5872","342792","0","37023","7418","177082","12128","24116","15788","1560","0","11416",0,"1024","167","4135","0","0","5539","3039"
45182,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,2,8,1,0,"1.12","1","0","1.13",12,0,12,0,0,12,3,7,9,10,8,"159124","4028","0","35","14498","0","138956","177593","192333","192408","75","2834","195167","61043","55731","67974","47956","-1853","46103","0","46103","232663","81755","217949","96476","536","4546","3458","17535","1003","2387","2773","16850","305","2945","5312","1219","0","3998",0,"400","548","1136","0","0","1853","14"
45184,7,45,4500,4500,4500,"157.626091807196",53,1,0,3,3,5,1,0,"1.21","1","0.03","1.25",7,0,7,0,0,7,0,8,8,8,7,"91063","2216","22207","0","5792","0","61915","92262","108224","108224","0","18","108242","43624","35103","49715","34575","-503","34072","0","34072","69712","49405","81106","38011","0","3357","47","1206","5600","1523","1441","17662","829","3864","8521","703","0","2354",0,"15","0","575","601","82","554","26"
45188,8,73,7310,6184,6184,"93.2382308828499",53,1,0,3,2,8,1,0,"1","1","0","1",8,0,8,0,11,18,1,8,9,9,8,"101176","3996","0","-495","13221","0","78007","94935","108236","108236","0","0","108236","31211","25973","38180","21153","-449","20704","0","20704","74039","92661","127608","44593","763","2781","2376","10738","0","3044","3023","29520","288","1858","5238","0","0","5400",0,"59","238","438","0","0","494","0"
45189,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,8,1,0,"2","2","0","2",13,0,13,0,0,13,2,6,7,8,7,"121759","5184","0","0","17223","0","98047","120454","131143","131226","83","1560","132703","50908","46933","56866","43799","-437","43362","83","43445","144481","72204","140672","79892","0","2682","696","10626","6830","1842","3972","13802","34","5543","3975","776","0","3367",0,"149","228","359","0","0","367","70"
45191,10,28,2811,2800,2829,"20.5575388954959",53,1,0,4,3,7,1,4,"4.96","8.22","9.55","14.51",0,0,0,0,0,0,1,0,1,1,0,"1442257","0","1442201","0","0","0","0","1442257","1510933","1525032","14099","0","1510933","826103","826103","565957","488460","-2193","486267","14097","500364","183992","539837","508524","219434","0","76030","17529","0","0","0","653","305521","1659","8984","0","348","0","19576",0,"0","1406","4070","265062","57409","2521","111"
45732,6,16,1630,1600,1516,"31.4258377309615",53,1,0,2,2,9,1,0,"2","2","0","2",0,0,0,0,0,0,0,2,2,2,0,"127033","0","72668","0","0","0","0","126668","135471","135471","0","0","135471","50164","50164","58328","46892","-1795","45097","0","45100","46927","8802","-26743","82472","248","18703","0","0","0","0","226","6040","945","1865","0","0","0","1894",0,"0","0","629","0","0","1727","78"
45733,10,28,2811,2800,2829,"20.5575388954959",53,1,0,2,2,9,1,5,"1","12","21.12","22.12",0,0,0,0,0,0,1,7,8,8,2,"2144990","11561","2122658","1700","0","0","0","2144990","2196037","2197345","1308","0","2196037","1228441","1214064","654965","416816","4053","420869","-1892","418979","885320","807603","1152824","559349","3639","121461","17078","0","0","0","6157","8670","14506","32043","14377","741","0","26110",0,"270","227","4559","505165","88901","6956","11"
45737,9,50,5120,5100,5074,"39.8535274475736",53,1,0,3,3,9,1,1,"1","1.39","0.39","1.39",0,0,0,0,42,42,1,10,10,10,0,"494956","28602","0","3375","304341","155513","0","336318","348673","349892","1219","0","348673","35579","28378","25138","-14499","-5715","-20214","1219","-18991","168263","167513","124547","211229","0","7132","2147","207360","0","6839","3250","20714","23603","7597","7201","0","0","5927",0,"403","61","984","9750","3563","4150","1727"
45740,10,84,8440,6184,6184,"24.1595371706295",53,1,0,2,2,9,1,0,"2","2","0","2",19,0,19,0,33,42,1,20,20,20,9,"720035","77145","361918","370","53186","0","226043","727804","778613","779940","1327","0","778613","253267","222973","263963","157789","-5575","152214","1327","153541","536108","322275","337316","530712","10595","96118","43426","43702","0","7188","17745","49067","2012","12049","30294","4533","0","9581",0,"4520","241","2013","0","0","7210","20"
45741,10,50,5210,5200,5074,"39.0080447932509",53,1,0,4,4,7,1,1,"1","1.17","0.39","1.39",0,0,0,0,0,50,1,7,8,8,1,"1848501","22794","0","2015","-510669","519424","1770099","1284239","1837859","1851374","13515","0","1837859","-64969","-70551","451123","187164","-5376","181788","12890","194676","1471850","992339","1056085","1410676","1029","1719","3708","1003609","0","3111","1867","251582","3292","35518","5582","10526","0","15690",0,"1653","274","2189","11271","60","21114","761"
45745,10,46,4600,4600,4600,"8.06307100589623",53,1,0,2,2,9,1,0,"3","3","0","3",47,0,47,0,0,47,1,7,7,8,2,"232910","36671","0","2640","193373","0","0","232684","261539.33","273237.33","11698","394","261933.33","150603","144348","169824.33","76395.33","-4223","72172.33","11698","83872.33","638503","199416","331555","506871","774","2923","5539","0","0","0","2901","46777","5360","15255","6255","587","0","5660",0,"941","60","520","0","0","5449","132"
45746,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,2,7,1,0,"1","1","0","1",16,0,16,0,0,16,0,11,11,11,9,"147929","7688","0","209","18081","0","115596","141574","159075.31","159075.31","0","220","159295.31","59178","49198","63375.31","42755.31","934","43689.31","0","43689.31","114015","148523","161884","104523","605","4487","2816","19632","114","1752","2871","19876","0","5507","9980","989","0","4266",0,"469","0","397","0","0","1363","40"
